"from_id","to_id","relation_type","relation_description","source_id","last_verified"
"CL-CFT-09","CL-MIN-EDU","sectoral_policy_relation","CFT estatal del sistema de educación superior; relación sectorial con Mineduc.","SRC-MINEDUC-CFT","2026-09-19"
"CL-CFT-14","CL-MIN-EDU","sectoral_policy_relation","CFT estatal del sistema de educación superior; relación sectorial con Mineduc.","SRC-MINEDUC-CFT","2026-09-19"
"CL-CFT-10","CL-MIN-EDU","sectoral_policy_relation","CFT estatal del sistema de educación superior; relación sectorial con Mineduc.","SRC-MINEDUC-CFT","2026-09-19"
"CL-CFT-11","CL-MIN-EDU","sectoral_policy_relation","CFT estatal del sistema de educación superior; relación sectorial con Mineduc.","SRC-MINEDUC-CFT","2026-09-19"
"CL-CFT-12","CL-MIN-EDU","sectoral_policy_relation","CFT estatal del sistema de educación superior; relación sectorial con Mineduc.","SRC-MINEDUC-CFT","2026-09-19"
"CL-SLEP-01","CL-SP-146","education_public_system_relation","SLEP se relaciona con el Ministerio de Educación a través de la Dirección de Educación Pública.","SRC-SLEP-LEGAL","2026-09-19"
"CL-SLEP-02","CL-SP-146","education_public_system_relation","SLEP se relaciona con el Ministerio de Educación a través de la Dirección de Educación Pública.","SRC-SLEP-LEGAL","2026-09-19"
"CL-SLEP-03","CL-SP-146","education_public_system_relation","SLEP se relaciona con el Ministerio de Educación a través de la Dirección de Educación Pública.","SRC-SLEP-LEGAL","2026-09-19"
"CL-SLEP-04","CL-SP-146","education_public_system_relation","SLEP se relaciona con el Ministerio de Educación a través de la Dirección de Educación Pública.","SRC-SLEP-LEGAL","2026-09-19"
"CL-SLEP-05","CL-SP-146","education_public_system_relation","SLEP se relaciona con el Ministerio de Educación a través de la Dirección de Educación Pública.","SRC-SLEP-LEGAL","2026-09-19"
"CL-SLEP-06","CL-SP-146","education_public_system_relation","SLEP se relaciona con el Ministerio de Educación a través de la Dirección de Educación Pública.","SRC-SLEP-LEGAL","2026-09-19"
"CL-SLEP-07","CL-SP-146","education_public_system_relation","SLEP se relaciona con el Ministerio de Educación a través de la Dirección de Educación Pública.","SRC-SLEP-LEGAL","2026-09-19"
"CL-SLEP-08","CL-SP-146","education_public_system_relation","SLEP se relaciona con el Ministerio de Educación a través de la Dirección de Educación Pública.","SRC-SLEP-LEGAL","2026-09-19"
"CL-SLEP-09","CL-SP-146","education_public_system_relation","SLEP se relaciona con el Ministerio de Educación a través de la Dirección de Educación Pública.","SRC-SLEP-LEGAL","2026-09-19"
"CL-SLEP-10","CL-SP-146","education_public_system_relation","SLEP se relaciona con el Ministerio de Educación a través de la Dirección de Educación Pública.","SRC-SLEP-LEGAL","2026-09-19"
"CL-SLEP-11","CL-SP-146","education_public_system_relation","SLEP se relaciona con el Ministerio de Educación a través de la Dirección de Educación Pública.","SRC-SLEP-LEGAL","2026-09-19"
"CL-SLEP-12","CL-SP-146","education_public_system_relation","SLEP se relaciona con el Ministerio de Educación a través de la Dirección de Educación Pública.","SRC-SLEP-LEGAL","2026-09-19"
"CL-SLEP-13","CL-SP-146","education_public_system_relation","SLEP se relaciona con el Ministerio de Educación a través de la Dirección de Educación Pública.","SRC-SLEP-LEGAL","2026-09-19"
"CL-SLEP-14","CL-SP-146","education_public_system_relation","SLEP se relaciona con el Ministerio de Educación a través de la Dirección de Educación Pública.","SRC-SLEP-LEGAL","2026-09-19"
"CL-SLEP-15","CL-SP-146","education_public_system_relation","SLEP se relaciona con el Ministerio de Educación a través de la Dirección de Educación Pública.","SRC-SLEP-LEGAL","2026-09-19"
"CL-SLEP-16","CL-SP-146","education_public_system_relation","SLEP se relaciona con el Ministerio de Educación a través de la Dirección de Educación Pública.","SRC-SLEP-LEGAL","2026-09-19"
"CL-SLEP-17","CL-SP-146","education_public_system_relation","SLEP se relaciona con el Ministerio de Educación a través de la Dirección de Educación Pública.","SRC-SLEP-LEGAL","2026-09-19"
"CL-SLEP-18","CL-SP-146","education_public_system_relation","SLEP se relaciona con el Ministerio de Educación a través de la Dirección de Educación Pública.","SRC-SLEP-LEGAL","2026-09-19"
"CL-SLEP-19","CL-SP-146","education_public_system_relation","SLEP se relaciona con el Ministerio de Educación a través de la Dirección de Educación Pública.","SRC-SLEP-LEGAL","2026-09-19"
"CL-SLEP-20","CL-SP-146","education_public_system_relation","SLEP se relaciona con el Ministerio de Educación a través de la Dirección de Educación Pública.","SRC-SLEP-LEGAL","2026-09-19"
"CL-SLEP-21","CL-SP-146","education_public_system_relation","SLEP se relaciona con el Ministerio de Educación a través de la Dirección de Educación Pública.","SRC-SLEP-LEGAL","2026-09-19"
"CL-SLEP-22","CL-SP-146","education_public_system_relation","SLEP se relaciona con el Ministerio de Educación a través de la Dirección de Educación Pública.","SRC-SLEP-LEGAL","2026-09-19"
"CL-SLEP-23","CL-SP-146","education_public_system_relation","SLEP se relaciona con el Ministerio de Educación a través de la Dirección de Educación Pública.","SRC-SLEP-LEGAL","2026-09-19"
"CL-SLEP-24","CL-SP-146","education_public_system_relation","SLEP se relaciona con el Ministerio de Educación a través de la Dirección de Educación Pública.","SRC-SLEP-LEGAL","2026-09-19"
"CL-SLEP-25","CL-SP-146","education_public_system_relation","SLEP se relaciona con el Ministerio de Educación a través de la Dirección de Educación Pública.","SRC-SLEP-LEGAL","2026-09-19"
"CL-SLEP-26","CL-SP-146","education_public_system_relation","SLEP se relaciona con el Ministerio de Educación a través de la Dirección de Educación Pública.","SRC-SLEP-LEGAL","2026-09-19"
"CL-SLEP-27","CL-SP-146","education_public_system_relation","SLEP se relaciona con el Ministerio de Educación a través de la Dirección de Educación Pública.","SRC-SLEP-LEGAL","2026-09-19"
"CL-SLEP-28","CL-SP-146","education_public_system_relation","SLEP se relaciona con el Ministerio de Educación a través de la Dirección de Educación Pública.","SRC-SLEP-LEGAL","2026-09-19"
"CL-SLEP-29","CL-SP-146","education_public_system_relation","SLEP se relaciona con el Ministerio de Educación a través de la Dirección de Educación Pública.","SRC-SLEP-LEGAL","2026-09-19"
"CL-SLEP-30","CL-SP-146","education_public_system_relation","SLEP se relaciona con el Ministerio de Educación a través de la Dirección de Educación Pública.","SRC-SLEP-LEGAL","2026-09-19"
"CL-SLEP-31","CL-SP-146","education_public_system_relation","SLEP se relaciona con el Ministerio de Educación a través de la Dirección de Educación Pública.","SRC-SLEP-LEGAL","2026-09-19"
"CL-SLEP-32","CL-SP-146","education_public_system_relation","SLEP se relaciona con el Ministerio de Educación a través de la Dirección de Educación Pública.","SRC-SLEP-LEGAL","2026-09-19"
"CL-SLEP-33","CL-SP-146","education_public_system_relation","SLEP se relaciona con el Ministerio de Educación a través de la Dirección de Educación Pública.","SRC-SLEP-LEGAL","2026-09-19"
"CL-SLEP-34","CL-SP-146","education_public_system_relation","SLEP se relaciona con el Ministerio de Educación a través de la Dirección de Educación Pública.","SRC-SLEP-LEGAL","2026-09-19"
"CL-SLEP-35","CL-SP-146","education_public_system_relation","SLEP se relaciona con el Ministerio de Educación a través de la Dirección de Educación Pública.","SRC-SLEP-LEGAL","2026-09-19"
"CL-SLEP-36","CL-SP-146","education_public_system_relation","SLEP se relaciona con el Ministerio de Educación a través de la Dirección de Educación Pública.","SRC-SLEP-LEGAL","2026-09-19"
"CL-SLEP-37","CL-SP-146","education_public_system_relation","SLEP se relaciona con el Ministerio de Educación a través de la Dirección de Educación Pública.","SRC-SLEP-LEGAL","2026-09-19"
"CL-SLEP-38","CL-SP-146","education_public_system_relation","SLEP se relaciona con el Ministerio de Educación a través de la Dirección de Educación Pública.","SRC-SLEP-LEGAL","2026-09-19"
"CL-SLEP-39","CL-SP-146","education_public_system_relation","SLEP se relaciona con el Ministerio de Educación a través de la Dirección de Educación Pública.","SRC-SLEP-LEGAL","2026-09-19"
"CL-SLEP-40","CL-SP-146","education_public_system_relation","SLEP se relaciona con el Ministerio de Educación a través de la Dirección de Educación Pública.","SRC-SLEP-LEGAL","2026-09-19"
"CL-SLEP-41","CL-SP-146","education_public_system_relation","SLEP se relaciona con el Ministerio de Educación a través de la Dirección de Educación Pública.","SRC-SLEP-LEGAL","2026-09-19"
"CL-SLEP-42","CL-SP-146","education_public_system_relation","SLEP se relaciona con el Ministerio de Educación a través de la Dirección de Educación Pública.","SRC-SLEP-LEGAL","2026-09-19"
"CL-SLEP-43","CL-SP-146","education_public_system_relation","SLEP se relaciona con el Ministerio de Educación a través de la Dirección de Educación Pública.","SRC-SLEP-LEGAL","2026-09-19"
"CL-SLEP-44","CL-SP-146","education_public_system_relation","SLEP se relaciona con el Ministerio de Educación a través de la Dirección de Educación Pública.","SRC-SLEP-LEGAL","2026-09-19"
"CL-SLEP-45","CL-SP-146","education_public_system_relation","SLEP se relaciona con el Ministerio de Educación a través de la Dirección de Educación Pública.","SRC-SLEP-LEGAL","2026-09-19"
"CL-SLEP-46","CL-SP-146","education_public_system_relation","SLEP se relaciona con el Ministerio de Educación a través de la Dirección de Educación Pública.","SRC-SLEP-LEGAL","2026-09-19"
"CL-SLEP-47","CL-SP-146","education_public_system_relation","SLEP se relaciona con el Ministerio de Educación a través de la Dirección de Educación Pública.","SRC-SLEP-LEGAL","2026-09-19"
"CL-SLEP-48","CL-SP-146","education_public_system_relation","SLEP se relaciona con el Ministerio de Educación a través de la Dirección de Educación Pública.","SRC-SLEP-LEGAL","2026-09-19"
"CL-SLEP-49","CL-SP-146","education_public_system_relation","SLEP se relaciona con el Ministerio de Educación a través de la Dirección de Educación Pública.","SRC-SLEP-LEGAL","2026-09-19"
"CL-SLEP-50","CL-SP-146","education_public_system_relation","SLEP se relaciona con el Ministerio de Educación a través de la Dirección de Educación Pública.","SRC-SLEP-LEGAL","2026-09-19"
"CL-SLEP-51","CL-SP-146","education_public_system_relation","SLEP se relaciona con el Ministerio de Educación a través de la Dirección de Educación Pública.","SRC-SLEP-LEGAL","2026-09-19"
"CL-SLEP-52","CL-SP-146","education_public_system_relation","SLEP se relaciona con el Ministerio de Educación a través de la Dirección de Educación Pública.","SRC-SLEP-LEGAL","2026-09-19"
"CL-SLEP-53","CL-SP-146","education_public_system_relation","SLEP se relaciona con el Ministerio de Educación a través de la Dirección de Educación Pública.","SRC-SLEP-LEGAL","2026-09-19"
"CL-SLEP-54","CL-SP-146","education_public_system_relation","SLEP se relaciona con el Ministerio de Educación a través de la Dirección de Educación Pública.","SRC-SLEP-LEGAL","2026-09-19"
"CL-SLEP-55","CL-SP-146","education_public_system_relation","SLEP se relaciona con el Ministerio de Educación a través de la Dirección de Educación Pública.","SRC-SLEP-LEGAL","2026-09-19"
"CL-SLEP-56","CL-SP-146","education_public_system_relation","SLEP se relaciona con el Ministerio de Educación a través de la Dirección de Educación Pública.","SRC-SLEP-LEGAL","2026-09-19"
"CL-SLEP-57","CL-SP-146","education_public_system_relation","SLEP se relaciona con el Ministerio de Educación a través de la Dirección de Educación Pública.","SRC-SLEP-LEGAL","2026-09-19"
"CL-SLEP-58","CL-SP-146","education_public_system_relation","SLEP se relaciona con el Ministerio de Educación a través de la Dirección de Educación Pública.","SRC-SLEP-LEGAL","2026-09-19"
"CL-SLEP-59","CL-SP-146","education_public_system_relation","SLEP se relaciona con el Ministerio de Educación a través de la Dirección de Educación Pública.","SRC-SLEP-LEGAL","2026-09-19"
"CL-SLEP-60","CL-SP-146","education_public_system_relation","SLEP se relaciona con el Ministerio de Educación a través de la Dirección de Educación Pública.","SRC-SLEP-LEGAL","2026-09-19"
"CL-SLEP-61","CL-SP-146","education_public_system_relation","SLEP se relaciona con el Ministerio de Educación a través de la Dirección de Educación Pública.","SRC-SLEP-LEGAL","2026-09-19"
"CL-SLEP-62","CL-SP-146","education_public_system_relation","SLEP se relaciona con el Ministerio de Educación a través de la Dirección de Educación Pública.","SRC-SLEP-LEGAL","2026-09-19"
"CL-SLEP-63","CL-SP-146","education_public_system_relation","SLEP se relaciona con el Ministerio de Educación a través de la Dirección de Educación Pública.","SRC-SLEP-LEGAL","2026-09-19"
"CL-SLEP-64","CL-SP-146","education_public_system_relation","SLEP se relaciona con el Ministerio de Educación a través de la Dirección de Educación Pública.","SRC-SLEP-LEGAL","2026-09-19"
"CL-SLEP-65","CL-SP-146","education_public_system_relation","SLEP se relaciona con el Ministerio de Educación a través de la Dirección de Educación Pública.","SRC-SLEP-LEGAL","2026-09-19"
"CL-SLEP-66","CL-SP-146","education_public_system_relation","SLEP se relaciona con el Ministerio de Educación a través de la Dirección de Educación Pública.","SRC-SLEP-LEGAL","2026-09-19"
"CL-SLEP-67","CL-SP-146","education_public_system_relation","SLEP se relaciona con el Ministerio de Educación a través de la Dirección de Educación Pública.","SRC-SLEP-LEGAL","2026-09-19"
"CL-SLEP-68","CL-SP-146","education_public_system_relation","SLEP se relaciona con el Ministerio de Educación a través de la Dirección de Educación Pública.","SRC-SLEP-LEGAL","2026-09-19"
"CL-SLEP-69","CL-SP-146","education_public_system_relation","SLEP se relaciona con el Ministerio de Educación a través de la Dirección de Educación Pública.","SRC-SLEP-LEGAL","2026-09-19"
"CL-SLEP-70","CL-SP-146","education_public_system_relation","SLEP se relaciona con el Ministerio de Educación a través de la Dirección de Educación Pública.","SRC-SLEP-LEGAL","2026-09-19"
